Point,Point_name,Time,Average_Temp,Min_Temp,Max_Temp,Daily_precipitation,Average_wind_speed,Average_Humidity
119,Gyeonggi,10/5/2020,13.6,7.4,18.3,,2.1,61.3
119,Gyeonggi,10/6/2020,13.7,7.5,19.8,,1.5,65.6
119,Gyeonggi,10/7/2020,15.4,8.6,21.7,,1.2,60.8
119,Gyeonggi,10/8/2020,17.3,10.8,23.4,,2.3,57.6
119,Gyeonggi,10/9/2020,17.3,10.2,23.5,,2.3,58.9
119,Gyeonggi,10/10/2020,16.6,10.3,21.5,,1.3,66.9
119,Gyeonggi,10/11/2020,16.2,12.9,20.6,,1.3,77.5
119,Gyeonggi,10/12/2020,15.4,11.5,21.2,,1.6,80.3
119,Gyeonggi,10/13/2020,12.4,6,18.2,,1.4,64.5
119,Gyeonggi,10/14/2020,12.9,8.2,19.5,,1.7,56.1
119,Gyeonggi,10/15/2020,11.2,6,18.4,,1.1,54.5
119,Gyeonggi,10/16/2020,11.6,6.5,16.1,,0.8,73.1
119,Gyeonggi,10/17/2020,12.5,7.9,18.6,0.3,1.2,75
119,Gyeonggi,10/18/2020,12.6,5.7,19.5,,1.2,78.9
119,Gyeonggi,10/19/2020,14,7.1,21,,1.1,82.6
119,Gyeonggi,10/20/2020,13.8,7.3,21.6,,0.9,77.6
119,Gyeonggi,10/21/2020,14,9.9,17.3,,1.1,78.8
119,Gyeonggi,10/22/2020,13.2,8.1,18.8,,2.4,71
119,Gyeonggi,10/23/2020,8.7,5.1,12.9,,2.9,55.6
119,Gyeonggi,10/24/2020,8.5,3.1,14.1,,2.1,55.9
119,Gyeonggi,10/25/2020,10.8,3.7,18,,1.3,73.8
119,Gyeonggi,10/26/2020,11.4,5,18.9,,1.1,79.6
119,Gyeonggi,10/27/2020,12.6,6.6,19.5,,1,83
119,Gyeonggi,10/28/2020,13.6,9.3,19,,1.9,61.1
119,Gyeonggi,10/29/2020,9.5,2.2,16.4,,1.2,56.9
119,Gyeonggi,10/30/2020,10.4,3.1,19,,0.9,60.4
119,Gyeonggi,10/31/2020,12.9,5.7,18.6,,1.6,66.9
119,Gyeonggi,11/1/2020,12.9,11.7,13.8,3.4,1.5,91.5
119,Gyeonggi,11/2/2020,10.7,5.8,16.2,0.3,1.7,69.4
119,Gyeonggi,11/3/2020,5.4,2.5,9,1.4,3.6,52.1
119,Gyeonggi,11/4/2020,4.9,-0.4,10.7,,1.9,48.9
119,Gyeonggi,11/5/2020,8.6,0.7,15.5,,0.9,69
119,Gyeonggi,11/6/2020,12.9,8.6,16.8,,1,62.5
119,Gyeonggi,11/7/2020,13.3,9,17.5,,2.2,74.6
119,Gyeonggi,11/8/2020,8.3,3.7,12.4,,2.9,50
119,Gyeonggi,11/9/2020,5.9,0.9,9.8,0,1.4,44.6
119,Gyeonggi,11/10/2020,6.7,-0.1,13.3,,1.7,66.5
119,Gyeonggi,11/11/2020,7.9,0.8,16.4,,0.8,73.4
119,Gyeonggi,11/12/2020,9,1.8,17.8,,0.9,68.9
119,Gyeonggi,11/13/2020,10.2,4.8,17,,0.8,80.1
119,Gyeonggi,11/14/2020,10.6,3.6,18.8,,1,77.8
119,Gyeonggi,11/15/2020,9.9,4.5,16.7,,1,85.8
119,Gyeonggi,11/16/2020,11.5,5.4,17.9,,0.9,77.9
119,Gyeonggi,11/17/2020,16,10.5,19.9,0.4,2,70
119,Gyeonggi,11/18/2020,17.3,14.5,19.7,5.1,1.7,91.3
119,Gyeonggi,11/19/2020,14.2,7.8,20.7,43.3,4.5,90.4
119,Gyeonggi,11/20/2020,3.5,-0.5,7.8,0,3.2,79.1
119,Gyeonggi,11/21/2020,6.7,-1.2,12.7,0,1.6,72.3
119,Gyeonggi,11/22/2020,6,1.7,9.2,2.9,2.2,82.4
119,Gyeonggi,11/23/2020,1.8,-0.8,5.8,,2,64.5
119,Gyeonggi,11/24/2020,3.4,-1.3,8.4,,1.2,58.9
119,Gyeonggi,11/25/2020,4.2,-1.4,10.4,,1.1,70.9
119,Gyeonggi,11/26/2020,5.4,0.8,11,,1.1,72.6
119,Gyeonggi,11/27/2020,4.3,0.5,7.5,,2.6,65.6
119,Gyeonggi,11/28/2020,0.4,-1.8,3.7,,2.6,56.1
119,Gyeonggi,11/29/2020,-0.3,-3.2,2.8,0,1.3,73.6
119,Gyeonggi,11/30/2020,-0.3,-5,4.7,,1.5,67.4
119,Gyeonggi,12/1/2020,1.6,-4.2,6.5,,1.5,48.9
119,Gyeonggi,12/2/2020,3.2,0.4,8,,1.6,44.1
119,Gyeonggi,12/3/2020,1.3,-2,5,,2.1,50.5
119,Gyeonggi,12/4/2020,-0.3,-4.9,5.2,,1.5,60.9
119,Gyeonggi,12/5/2020,1.9,-3,7,,1,73.9
119,Gyeonggi,12/6/2020,3.5,-0.2,9,,1.1,78.6
119,Gyeonggi,12/7/2020,3.4,-0.7,7.5,,2.1,63.8
119,Gyeonggi,12/8/2020,-0.7,-4,4.5,,1.4,58.4
119,Gyeonggi,12/9/2020,1,-6.4,5.8,,0.9,63.6
119,Gyeonggi,12/10/2020,5.5,2.4,9.5,0,1,70.9
119,Gyeonggi,12/11/2020,4.9,0.2,9.8,,1.1,82.1
119,Gyeonggi,12/12/2020,2.4,-1.4,6.8,,1.8,56.4
119,Gyeonggi,12/13/2020,-0.9,-5.3,2.2,2.4,2.7,76.6
119,Gyeonggi,12/14/2020,-6.7,-8.7,-4.3,,3.7,50.3
119,Gyeonggi,12/15/2020,-6.9,-9.7,-3.6,,3.2,44.6
119,Gyeonggi,12/16/2020,-7,-9.9,-3.1,,2.6,43.6
119,Gyeonggi,12/17/2020,-5.3,-11.5,0.7,0,1.1,56
119,Gyeonggi,12/18/2020,-1.5,-6,2.4,1.1,2.3,65.8
119,Gyeonggi,12/19/2020,-4.6,-9,-1,,1.8,47.4
119,Gyeonggi,12/20/2020,-3.9,-9.8,1.6,,1.5,59
119,Gyeonggi,12/21/2020,-1.6,-7.3,4.1,,0.9,73.1
119,Gyeonggi,12/22/2020,1.6,-3.5,6.5,0.7,1.3,75.9
119,Gyeonggi,12/23/2020,3.6,-3,9.2,,1.4,84.1
119,Gyeonggi,12/24/2020,2.5,-1.5,6.5,0.2,2.5,70.9
119,Gyeonggi,12/25/2020,-1,-5.5,3.8,,1.6,63.8
119,Gyeonggi,12/26/2020,1.6,-2.9,8.5,0,1.4,74
119,Gyeonggi,12/27/2020,4.7,-0.1,9.1,0,1.2,73.1
119,Gyeonggi,12/28/2020,5.3,1.4,11.4,0,1.1,81.3
119,Gyeonggi,12/29/2020,-0.3,-5.4,4.2,0.2,2.5,82.3
119,Gyeonggi,12/30/2020,-10,-12.5,-5.4,,4.6,56.8
119,Gyeonggi,12/31/2020,-8.7,-12.6,-4.4,0,1.7,65.8
119,Gyeonggi,1/1/2021,-4.6,-10.4,0,0,1.3,83.3
119,Gyeonggi,1/2/2021,-4.5,-8.4,-0.8,,2.3,47.8
119,Gyeonggi,1/3/2021,-5.5,-10.1,-0.4,,1.7,57.1
119,Gyeonggi,1/4/2021,-3.6,-10.4,0.6,0,1.2,68
119,Gyeonggi,1/5/2021,-4.9,-9.3,-0.8,0,2.8,56.9
119,Gyeonggi,1/6/2021,-7.2,-12.4,-1.9,5.7,2.2,61.8
119,Gyeonggi,1/7/2021,-13.8,-15.9,-8.3,,4,54.3
119,Gyeonggi,1/8/2021,-14.4,-18.4,-10.7,,2.6,51.5
119,Gyeonggi,1/9/2021,-12.7,-18.6,-7.7,,1.6,60.1
119,Gyeonggi,1/10/2021,-8.9,-16.8,-2.7,0,1,68
119,Gyeonggi,1/11/2021,-7.6,-12.5,-3.6,,0.8,77.5
119,Gyeonggi,1/12/2021,-3.9,-11,0.7,1.5,1.3,88.1
119,Gyeonggi,1/13/2021,1.7,-4.9,8.7,,1.8,87.8
119,Gyeonggi,1/14/2021,1.5,-5.3,7.6,,1.5,54
119,Gyeonggi,1/15/2021,4,-1.6,11.3,0,2.5,74.3
119,Gyeonggi,1/16/2021,-4.2,-7.3,-0.7,,3.1,67.9
119,Gyeonggi,1/17/2021,-5.3,-11.1,-1.4,1.1,1.9,65.4
119,Gyeonggi,1/18/2021,-3.2,-8.2,1.6,0.3,3,75.5
119,Gyeonggi,1/19/2021,-6.6,-12.1,-0.5,,1.2,52.1
119,Gyeonggi,1/20/2021,-0.4,-8.6,7.4,,1.4,46.6
119,Gyeonggi,1/21/2021,4.5,-0.2,8.3,9.1,1,73.9
119,Gyeonggi,1/22/2021,5.7,3.9,7.5,0,1,97.3
119,Gyeonggi,1/23/2021,7.9,1.9,12.1,,2.3,71.9
119,Gyeonggi,1/24/2021,6.9,1.3,13.1,,1.4,67.8
119,Gyeonggi,1/25/2021,6.9,0.6,14.2,,1.5,70.6
119,Gyeonggi,1/26/2021,4.2,1,6.6,4.1,1.5,92.3
119,Gyeonggi,1/27/2021,1.5,-2.4,6.2,,1.5,60.5
119,Gyeonggi,1/28/2021,-2.6,-8.6,1.6,2.3,4.2,61.9
119,Gyeonggi,1/29/2021,-8.1,-11,-4.6,,3.1,49.3
119,Gyeonggi,1/30/2021,-0.8,-8.4,6.6,0,2.1,68.9
119,Gyeonggi,1/31/2021,3.6,-5.8,10.5,,1.6,70.5
119,Gyeonggi,2/1/2021,5,-1.3,9.9,1.7,2.2,89
119,Gyeonggi,2/2/2021,-4.8,-6.9,-1.2,0.1,3.8,52.6
119,Gyeonggi,2/3/2021,-3.2,-10.3,1.7,3.8,1.9,69.4
119,Gyeonggi,2/4/2021,-3.8,-8,0.8,1.6,2.2,54.8
119,Gyeonggi,2/5/2021,0.5,-6.4,6.6,,1.5,71.6
119,Gyeonggi,2/6/2021,6.1,0.8,10.2,,1.9,80.8
119,Gyeonggi,2/7/2021,3.2,-2.2,7.2,,2.6,78.3
119,Gyeonggi,2/8/2021,-2.6,-4.6,0.6,,3.6,45.3
119,Gyeonggi,2/9/2021,-1.3,-7.4,4,,1.4,56.8
119,Gyeonggi,2/10/2021,2.3,-3.4,7.4,,1.2,78.6
119,Gyeonggi,2/11/2021,4,-1.3,11.3,,0.9,82.4
119,Gyeonggi,2/12/2021,4.9,-1.6,14.1,,1,72.4
119,Gyeonggi,2/13/2021,4.9,-3.2,15.7,,1.1,73.6
119,Gyeonggi,2/14/2021,8.1,2.4,14,0,0.9,63.8
119,Gyeonggi,2/15/2021,1,-4.1,6.6,0.6,4.3,71.8
119,Gyeonggi,2/16/2021,-4.8,-6.7,-2.5,1.9,2.9,67.4
119,Gyeonggi,2/17/2021,-7.9,-9.8,-5,,5.3,53.5
119,Gyeonggi,2/18/2021,-5.5,-9.9,-0.8,,3.2,53.4
119,Gyeonggi,2/19/2021,1.4,-8.1,9.3,,2.3,73
119,Gyeonggi,2/20/2021,7,0,14.4,,1.3,64.9
119,Gyeonggi,2/21/2021,10.8,1.7,18.5,,2.5,69.8
119,Gyeonggi,2/22/2021,6.6,0.6,12.7,,2.6,67.8
119,Gyeonggi,2/23/2021,0.2,-2.5,4.1,,2.8,41.8
119,Gyeonggi,2/24/2021,2.1,-2.1,10.2,,1.3,45.9
119,Gyeonggi,2/25/2021,3.4,-2.2,8.6,,0.8,57.8
119,Gyeonggi,2/26/2021,8.1,-1.3,15.6,,1.6,40.1
119,Gyeonggi,2/27/2021,8.8,3.5,14.6,,3.4,51.1
119,Gyeonggi,2/28/2021,7.3,0.9,10.7,,1.7,54.3
119,Gyeonggi,3/1/2021,5,0.5,8.1,70.7,1.8,97.5
119,Gyeonggi,3/2/2021,2.4,-0.6,6.8,0.2,1.8,81.6
119,Gyeonggi,3/3/2021,3.4,-2.1,9.5,,1.1,75.3
119,Gyeonggi,3/4/2021,6.7,0.4,12.2,,1.3,70.9
119,Gyeonggi,3/5/2021,7.3,1,16,,1.8,80.3
119,Gyeonggi,3/6/2021,7,4,12.6,,2.4,
119,Gyeonggi,3/7/2021,5.7,2.2,10.8,,2.5,72.1
119,Gyeonggi,3/8/2021,5,-1.2,13.3,,1.3,76
119,Gyeonggi,3/9/2021,5.3,-0.5,11.7,,1.7,69.6
119,Gyeonggi,3/10/2021,7.2,-0.3,16.8,,1.2,73.1
119,Gyeonggi,3/11/2021,8.6,1.5,17.3,,1.2,62.3
119,Gyeonggi,3/12/2021,9.4,6.8,12.9,0.2,1.4,70
119,Gyeonggi,3/13/2021,8.1,2.7,14.2,,1.6,72.9
119,Gyeonggi,3/14/2021,7.3,1.6,13.4,,1.4,81.6
119,Gyeonggi,3/15/2021,10,2.3,16.1,0.2,1.8,75.4
119,Gyeonggi,3/16/2021,7.6,4.5,12.5,2.4,3.1,61.6
119,Gyeonggi,3/17/2021,7.1,0.5,16.8,,1.5,58.8
119,Gyeonggi,3/18/2021,9.9,1.2,18.8,,1.4,61.1
119,Gyeonggi,3/19/2021,13.9,9,19.4,,2,54.1
119,Gyeonggi,3/20/2021,8.8,6,13.5,3.7,2.5,84
119,Gyeonggi,3/21/2021,5.8,3.6,8.9,,4.2,73.1
119,Gyeonggi,3/22/2021,5.8,1,11.1,,2.8,63.9
119,Gyeonggi,3/23/2021,8.7,1.5,16.5,,2.5,70.9
119,Gyeonggi,3/24/2021,9.9,4,17.5,,2,70.8
119,Gyeonggi,3/25/2021,10.5,5.4,18.8,,1.5,79.1
119,Gyeonggi,3/26/2021,11.9,4.3,21.2,,1.1,66.4
119,Gyeonggi,3/27/2021,11.5,6.7,15.6,20.1,2.1,82.8
119,Gyeonggi,3/28/2021,9.4,7.5,13.4,5.2,3.1,98
119,Gyeonggi,3/29/2021,9.8,5.7,15.4,0.1,2.9,71.3
119,Gyeonggi,3/30/2021,9.6,1.6,18.3,,1.7,57.3
119,Gyeonggi,3/31/2021,12.6,2.2,22.9,,1.1,54.8
119,Gyeonggi,4/1/2021,16.8,7.9,23.8,,3.4,39.1
119,Gyeonggi,4/2/2021,17.5,12.9,22.3,,3,40
119,Gyeonggi,4/3/2021,15.4,11.8,18.6,46.7,1.9,85.4
119,Gyeonggi,4/4/2021,12.2,9.9,15.8,0.5,2.2,68.3
119,Gyeonggi,4/5/2021,11.3,5.8,18.3,,1.9,51.4
119,Gyeonggi,4/6/2021,12.1,6.1,18.6,,2.1,61
119,Gyeonggi,4/7/2021,12.4,5,20.3,,1.9,62.3
119,Gyeonggi,4/8/2021,11.5,4.8,17.5,,2.3,56.8
119,Gyeonggi,4/9/2021,12.4,4,19,,2.2,50.6
119,Gyeonggi,4/10/2021,11.7,7.7,17.7,,2.4,59.3
119,Gyeonggi,4/11/2021,13.9,4.7,22.4,,1.2,59
119,Gyeonggi,4/12/2021,13.5,11.7,17.5,20.1,2.3,76.4
119,Gyeonggi,4/13/2021,9.4,6,13.4,7.8,3.7,82.4
119,Gyeonggi,4/14/2021,7.9,3,13.1,,2.3,63.3
119,Gyeonggi,4/15/2021,10.6,4.3,17.9,,1.6,67.4
119,Gyeonggi,4/16/2021,10.2,6,14.8,0.4,2,79.8
119,Gyeonggi,4/17/2021,9,3.8,14.1,,3,70.3
119,Gyeonggi,4/18/2021,9.3,5.5,14.3,,3,70.8
119,Gyeonggi,4/19/2021,11.5,4.6,18.6,,2,69.5
119,Gyeonggi,4/20/2021,13.3,5.8,21.4,,1.5,63.4
119,Gyeonggi,4/21/2021,17.8,7.5,28.6,,1.3,50.9
119,Gyeonggi,4/22/2021,20.2,14.1,27.6,0,1.8,42.5
119,Gyeonggi,4/23/2021,20.1,16.4,23.1,0,3.3,36.4
119,Gyeonggi,4/24/2021,17.4,12.1,23,,2.3,49.1
119,Gyeonggi,4/25/2021,17.3,9.2,24.1,,1.7,60.3
131,Chungbuk,4/1/2020,11.3,6.9,18.6,,1.9,38.8
131,Chungbuk,4/2/2020,10.3,4.3,17.4,,1.3,43.6
131,Chungbuk,4/3/2020,11,4.9,17.6,,1.4,36.3
131,Chungbuk,4/4/2020,9,5.6,15,,2.2,43.5
131,Chungbuk,4/5/2020,8.2,2.7,14.9,,1.5,29.4
131,Chungbuk,4/6/2020,9.9,2.4,17.6,,1.4,37.8
131,Chungbuk,4/7/2020,12.1,6,20.5,,1.8,45.6
131,Chungbuk,4/8/2020,10.2,5.5,15.1,,2.3,30.9
131,Chungbuk,4/9/2020,9.6,3.5,15.3,,1.7,42.9
131,Chungbuk,4/10/2020,11.4,5.6,17.5,,1.5,47.8
131,Chungbuk,4/11/2020,9.5,5.9,14.7,,1.3,54.1
131,Chungbuk,4/12/2020,9.2,2.7,15.7,0.6,1.9,60.4
131,Chungbuk,4/13/2020,11.2,4.5,18.7,,2.6,38.5
131,Chungbuk,4/14/2020,13.6,6,22.5,,1.3,34.3
131,Chungbuk,4/15/2020,13.6,6.7,20.8,,1.1,32.1
131,Chungbuk,4/16/2020,16.1,7.5,23.5,,1.9,38.4
131,Chungbuk,4/17/2020,14.1,10,19.9,3.6,2.1,63.6
131,Chungbuk,4/18/2020,14.7,10.3,20.3,,1.8,60
131,Chungbuk,4/19/2020,11.8,9.8,15.1,11.5,2,75.5
131,Chungbuk,4/20/2020,11.1,8.3,16.4,0,2,73.3
131,Chungbuk,4/21/2020,8.9,5.4,13.6,,3,46.1
131,Chungbuk,4/22/2020,7,4.5,10.7,0,3,42
131,Chungbuk,4/23/2020,9,3.9,14.9,,2.6,39.6
131,Chungbuk,4/24/2020,10.9,4.5,17.5,,2.6,39
131,Chungbuk,4/25/2020,15.2,9.4,22,,2.9,40.8
131,Chungbuk,4/26/2020,12.9,7.3,19.3,,1.9,42.8
131,Chungbuk,4/27/2020,13.1,7.4,18.4,,1.7,37
131,Chungbuk,4/28/2020,14.4,6.8,22,,2,43
131,Chungbuk,4/29/2020,16.6,9.8,24.3,,1.5,43.6
131,Chungbuk,4/30/2020,18.1,8.3,26.6,,1.6,53.6
131,Chungbuk,5/1/2020,22.2,16.7,29.7,,1.7,65.1
131,Chungbuk,5/2/2020,23.1,19.5,28,0,1.6,56.4
131,Chungbuk,5/3/2020,20,18,22.7,1.4,1.4,71.8
131,Chungbuk,5/4/2020,21.2,15.1,28.2,,1.5,64.4
131,Chungbuk,5/5/2020,15.8,12.6,21.7,1.5,1.1,78
131,Chungbuk,5/6/2020,19,11.8,27.6,,1.8,59.5
131,Chungbuk,5/7/2020,20.3,14.3,26.2,,2.6,29.1
131,Chungbuk,5/8/2020,19.5,14.5,25.4,4.2,1.6,33
131,Chungbuk,5/9/2020,16.1,13.3,18.6,10.8,2.1,88.6
131,Chungbuk,5/10/2020,15.2,13.3,19,0.2,1.6,85.4
131,Chungbuk,5/11/2020,18.9,14.1,25.7,0,1.9,55.4
131,Chungbuk,5/12/2020,16.7,12.6,21.7,0,2.7,56.9
131,Chungbuk,5/13/2020,17.1,9.8,24,,2,43.4
131,Chungbuk,5/14/2020,20.8,12.6,27.4,,1,36.9
131,Chungbuk,5/15/2020,17.2,15,21.3,18.7,1.5,75.5
131,Chungbuk,5/16/2020,18.3,16.2,21.2,0,1.4,81.1
131,Chungbuk,5/17/2020,21.7,16.2,28.2,,1.4,67.9
131,Chungbuk,5/18/2020,20.4,14.8,27.2,23.7,2.3,74.8
131,Chungbuk,5/19/2020,14.1,12.1,17.8,2.4,1.9,74.3
131,Chungbuk,5/20/2020,14.8,9.8,20.2,,2.1,60.5
131,Chungbuk,5/21/2020,18,11.1,23.3,,1.3,61.3
131,Chungbuk,5/22/2020,19.8,15.3,24.9,0,1.8,61.9
131,Chungbuk,5/23/2020,21.5,16.5,26.8,,1.7,57.4
131,Chungbuk,5/24/2020,20.3,16.7,24.5,2.4,1.8,71.6
131,Chungbuk,5/25/2020,17.8,15.3,21.7,,1.2,74.4
131,Chungbuk,5/26/2020,18.9,14.8,25.7,0,1.4,68
131,Chungbuk,5/27/2020,19.1,14.1,25.1,,1.7,57
131,Chungbuk,5/28/2020,19.5,13.8,25.7,,1.5,60.9
131,Chungbuk,5/29/2020,21.8,15.3,27.8,,1.2,57.4
131,Chungbuk,5/30/2020,23.9,17.2,29.8,,1.2,48.9
131,Chungbuk,5/31/2020,22.7,17.2,28.1,0,1.4,54.3
131,Chungbuk,6/1/2020,21.5,17.7,26.7,0.6,2.1,52.6
131,Chungbuk,6/2/2020,20.1,15.6,24.3,0.6,1.3,53.9
131,Chungbuk,6/3/2020,23.2,18.2,29.1,0.4,1.5,70.4
131,Chungbuk,6/4/2020,25.5,21.6,31.4,,2.1,64.5
131,Chungbuk,6/5/2020,25.5,21.8,30.4,,1.6,61
131,Chungbuk,6/6/2020,25.3,20,31.4,0,1.8,57.8
131,Chungbuk,6/7/2020,24.4,20.8,29.7,,1.4,60.8
131,Chungbuk,6/8/2020,26.2,20.3,32.6,,1.3,57.4
131,Chungbuk,6/9/2020,27.7,21.1,34.4,,1.4,47.6
131,Chungbuk,6/10/2020,27,22,34.4,59.8,1.3,58.8
131,Chungbuk,6/11/2020,26.1,21.3,31.6,5.1,1.6,68.6
131,Chungbuk,6/12/2020,24.7,22.8,27.1,2,1,78.5
131,Chungbuk,6/13/2020,25.7,21.8,32.1,10.7,1.5,71.8
131,Chungbuk,6/14/2020,25,21.2,29.8,0.4,2,72.4
131,Chungbuk,6/15/2020,23.7,19.1,30,,1.9,61.9
131,Chungbuk,6/16/2020,24.4,19.5,30.2,,1.3,63.3
131,Chungbuk,6/17/2020,24.2,21.2,28.4,,1.5,58.4
131,Chungbuk,6/18/2020,21.9,20.2,24.7,0,1.5,67.9
131,Chungbuk,6/19/2020,24.2,19.1,29.6,3.6,1.4,64.8
131,Chungbuk,6/20/2020,25,20.7,30.8,,1.4,66.8
131,Chungbuk,6/21/2020,26.2,21.6,32.9,0.8,1.3,61.3
131,Chungbuk,6/22/2020,27.8,21.5,34,,1.3,58
131,Chungbuk,6/23/2020,27.4,22.7,31.4,,1.4,61.6
131,Chungbuk,6/24/2020,23.5,21.3,27.1,0.7,1.8,71.9
131,Chungbuk,6/25/2020,21.9,20.5,24,1.8,1.4,85.3
131,Chungbuk,6/26/2020,23.9,19.7,28.8,0,2,69.3
131,Chungbuk,6/27/2020,24.8,20.3,29,,1.1,67.8
131,Chungbuk,6/28/2020,25.2,20.6,30.5,,1.3,63.5
131,Chungbuk,6/29/2020,23,20.2,27.4,36.6,2,77
131,Chungbuk,6/30/2020,20.3,18.7,23.2,22.8,2.1,88.6
131,Chungbuk,7/1/2020,21.3,17.7,24.7,1.5,0.9,77.3
131,Chungbuk,7/2/2020,24.6,19.1,30.1,,1.1,65.9
131,Chungbuk,7/3/2020,23,19.7,25.8,0,1.8,66.9
131,Chungbuk,7/4/2020,22.5,18.7,27.6,,1.5,72.6
131,Chungbuk,7/5/2020,24.2,20.2,28.1,,1,70.6
131,Chungbuk,7/6/2020,25.4,21.1,30.2,,1.2,71.3
131,Chungbuk,7/7/2020,25,22.7,28.5,,1.5,71.9
131,Chungbuk,7/8/2020,25.3,21,30.9,,1.3,68.8
131,Chungbuk,7/9/2020,27.5,21.9,32.8,,2,63.4
131,Chungbuk,7/10/2020,25.7,22.3,29.7,14.7,2.1,74.5
131,Chungbuk,7/11/2020,26.7,23.2,30,,1.7,65.5
131,Chungbuk,7/12/2020,23.2,20.1,25.3,14.9,1.9,76
131,Chungbuk,7/13/2020,20,17.8,22.1,79.3,2,82.6
131,Chungbuk,7/14/2020,19.9,18.2,22.2,8.5,2.2,89.3
131,Chungbuk,7/15/2020,21.8,18.3,26.3,3.9,1.3,80.1
131,Chungbuk,7/16/2020,24,19.7,29.4,,1.1,70.9
131,Chungbuk,7/17/2020,25.7,21,31.5,11,1.2,69.3
131,Chungbuk,7/18/2020,25.7,22.5,30,,1.7,63.9
131,Chungbuk,7/19/2020,25.8,21.1,28.8,7.5,2,73.5
131,Chungbuk,7/20/2020,25.2,23.2,28.7,10.3,2,80.8
131,Chungbuk,7/21/2020,26.2,22,30.6,,1.1,66.8
131,Chungbuk,7/22/2020,23.8,22.5,25.2,28.3,1,86.4
131,Chungbuk,7/23/2020,22.8,21.2,23.8,39.6,2,83.6
131,Chungbuk,7/24/2020,22.3,19.8,25.7,33.4,3,83.3
131,Chungbuk,7/25/2020,23.1,20.7,26.6,11.5,1.2,86.8
131,Chungbuk,7/26/2020,24.3,21.2,28.2,2.4,0.9,83
131,Chungbuk,7/27/2020,24.9,22.6,28.1,8.1,1,80.4
131,Chungbuk,7/28/2020,24.7,21.9,27.4,0.4,1.3,82.9
131,Chungbuk,7/29/2020,25,23.8,26.6,41.7,1,89.1
131,Chungbuk,7/30/2020,25.6,24.2,28.2,69.6,1.1,88.6
131,Chungbuk,7/31/2020,27.4,24.3,30.9,,1.1,78.9
131,Chungbuk,8/1/2020,26.5,23.5,31,19.3,1.4,82.6
131,Chungbuk,8/2/2020,27.5,23.5,30.8,11.9,1.6,79.6
131,Chungbuk,8/3/2020,26.1,23.8,28.8,16.1,1.3,83.6
131,Chungbuk,8/4/2020,27.6,24.2,32.5,6.8,1.3,82.6
131,Chungbuk,8/5/2020,26.7,25.2,29.8,54.5,1.2,85.1
131,Chungbuk,8/6/2020,25.6,23.8,27.7,19.7,2.2,87.3
131,Chungbuk,8/7/2020,23.3,22.2,24.5,14.3,0.9,90
131,Chungbuk,8/8/2020,24.4,22.5,27.2,18.9,0.9,91.1
131,Chungbuk,8/9/2020,26.5,24.1,28.7,27.3,1.3,84.9
131,Chungbuk,8/10/2020,26.4,24.8,30.5,31.7,1.2,86.6
131,Chungbuk,8/11/2020,25.5,24,26.8,61.1,1.2,89.3
131,Chungbuk,8/12/2020,27.2,24.2,31.3,9.7,0.7,88
131,Chungbuk,8/13/2020,29.4,25.7,33.2,,1.4,77.5
131,Chungbuk,8/14/2020,29.2,26.7,32.6,,2.1,76.1
131,Chungbuk,8/15/2020,29.3,26.8,33.4,,1.8,75
131,Chungbuk,8/16/2020,28.8,25.5,33.7,,1.7,73.5
131,Chungbuk,8/17/2020,29.4,26,33.9,,1.2,71.6
131,Chungbuk,8/18/2020,29.3,25.7,33.8,,1.2,71.8
131,Chungbuk,8/19/2020,28.8,24.7,34,,1.5,70.9
131,Chungbuk,8/20/2020,29,24.7,33.9,,1.3,69.5
131,Chungbuk,8/21/2020,29.2,25,34.2,,1.2,71.3
131,Chungbuk,8/22/2020,26.5,24.2,30.2,0,1.4,78.6
131,Chungbuk,8/23/2020,27.3,22.8,31.9,,1,70.5
131,Chungbuk,8/24/2020,28.8,23.3,33.7,,1.2,68.3
131,Chungbuk,8/25/2020,30.7,25.5,36,,1.5,64.9
131,Chungbuk,8/26/2020,29.8,27.5,34.2,1.2,2.8,69.4
131,Chungbuk,8/27/2020,29,26.2,32.9,8.9,2.3,77
131,Chungbuk,8/28/2020,29,25,34.9,60.2,1.4,76.4
131,Chungbuk,8/29/2020,27.3,25,32.4,24.2,1,85.4
131,Chungbuk,8/30/2020,28.1,25.6,33.2,0,1.1,81.5
131,Chungbuk,8/31/2020,27.8,25.2,32.2,0,2.2,71.5
131,Chungbuk,9/1/2020,27.7,23.6,31.7,0,1.7,65.5
131,Chungbuk,9/2/2020,24.5,22.8,27.2,39.8,2.5,89.6
131,Chungbuk,9/3/2020,23.7,21.1,27.6,56,3.3,77.6
131,Chungbuk,9/4/2020,24.7,21.3,29.2,,1.6,64.8
131,Chungbuk,9/5/2020,22.4,19.6,25.9,,1.4,70
131,Chungbuk,9/6/2020,21,18.1,25.8,14.9,2.7,78.6
131,Chungbuk,9/7/2020,19.2,16.5,22,30.8,3,87.9
131,Chungbuk,9/8/2020,24.3,21.7,28.6,,2.1,70.3
131,Chungbuk,9/9/2020,22.4,19.1,26.5,6.1,1.6,76.5
131,Chungbuk,9/10/2020,23.7,20.2,28.2,,0.9,71.4
131,Chungbuk,9/11/2020,22.2,19.2,26.2,1.5,2.1,74.3
131,Chungbuk,9/12/2020,19.6,17.7,21.7,9.5,2,87
